Cretlog;1;2;3;4;5;6;7;8
3.8;0.084494261544722;0.129703367470686;0.086399414420494;0.042334697208088;0.072485109144387;0.091953106324817;0.043727895251848;0.206827199348081
3.9;0.089825033906894;0.136007139542194;0.090684331611933;0.043912835295198;0.077028963372273;0.094796475253006;0.045728178161332;0.210853115373435
4;0.095224239019713;0.142163279369961;0.095009237993815;0.045510150571366;0.081670730371628;0.097569336200089;0.047706693699465;0.214751239921788
4.1;0.100676154075388;0.148164773638102;0.099389239377282;0.047154704064391;0.086370920933692;0.10027199343355;0.049656479228879;0.21852471646668
4.2;0.106151060646365;0.154005061246687;0.103821635796495;0.048852763499618;0.091148409993763;0.102901017861727;0.05157632761206;0.222176803240888
4.3;0.111651787774086;0.1596834590174;0.108282704693835;0.050637539226157;0.095955625180785;0.10545989455718;0.053459718674507;0.225710895770089
4.4;0.117171144405414;0.16519761642591;0.112770021024777;0.05245724965278;0.1008076252975;0.1079464312494;0.055307460994559;0.229130472749878
4.5;0.122653248506353;0.170549071672037;0.117260463313996;0.054392546753381;0.105679351701201;0.11036245539868;0.057115254790139;0.232438931286089
4.6;0.128125696324213;0.175737974112196;0.121780132415758;0.056421674630144;0.110557620612373;0.112706774396765;0.058883381928642;0.235639632288076
4.7;0.133578968114512;0.180767305782096;0.126300658532084;0.05858296936206;0.11544337534938;0.114982869715676;0.060609966655558;0.23873591412149
4.8;0.138976030212087;0.185639829627612;0.130808123816096;0.060887897071739;0.12030365289486;0.117190249435215;0.062295682671244;0.241731043049289
4.9;0.144324736380808;0.190358700940025;0.135314596560466;0.063319046649438;0.125144617644759;0.119330949587488;0.063934506031629;0.244628227120635
5;0.149603024272862;0.194927588593758;0.13981521968705;0.065951377300226;0.12995407497038;0.121405308686776;0.065531943999672;0.247430572505528
5.1;0.154814625328229;0.199350231151928;0.144288183428984;0.068743566443644;0.134711756004332;0.12341652109365;0.067085773909134;0.250141136882474
5.2;0.159946308193329;0.203630537514528;0.148728203992014;0.071735907363537;0.139423748060293;0.125363797820394;0.068596253231415;0.252762867808096
5.3;0.164988522693942;0.207772500381791;0.153137449212196;0.074901720684195;0.144070891758015;0.127250110294347;0.070063621279625;0.255298649390083
5.4;0.169938657256623;0.211780247113643;0.157523537413298;0.078301574305271;0.148652248089514;0.129076644964175;0.071488942078659;0.257751261350662
5.5;0.174787476261389;0.215657739030197;0.161842623898169;0.081914252654885;0.153160332007128;0.130845259906084;0.072871732857487;0.260123416257213
5.6;0.179535233494925;0.219408903857082;0.166140093901454;0.085721872038218;0.157599557283265;0.132557538223301;0.074212431749953;0.262417736856843
5.7;0.184178094496913;0.22303770049982;0.170371981981304;0.089758372512732;0.161954190274666;0.13421495311877;0.075513510525494;0.264636765449046
5.8;0.188710048916186;0.226547937064028;0.174557910396051;0.093968883410385;0.16622827394397;0.135818873512561;0.07677425944325;0.2667829615496
5.9;0.193131279968727;0.229943390682577;0.178673042648396;0.098368599781599;0.170414624216425;0.137370817557729;0.077995628978218;0.268858707968614
6;0.197442791066291;0.233227691692532;0.182723276656134;0.102944596357571;0.174528204326017;0.1388727572515;0.079179509748469;0.270866313547788
6.1;0.201637892074713;0.236404431348393;0.186718208404992;0.10768861166968;0.178560662412794;0.140326010499441;0.080325219968389;0.272808010467095
6.2;0.205723228689989;0.239477063076334;0.190639984652255;0.11255270701164;0.182517176871045;0.141732025831495;0.081435617778653;0.274685959127758
6.3;0.209691027926694;0.242448967355417;0.194492888862648;0.117559006623392;0.186378500249006;0.143092429487634;0.082510126892857;0.27650225078386
6.4;0.213551209437572;0.245323406774494;0.198280745956278;0.122646354032335;0.190175653996525;0.144408572644832;0.083550340618237;0.278258907552137
6.50000000000001;0.217296494008137;0.248103558600544;0.201986364776658;0.127808687860018;0.193891930079682;0.145681624579905;0.084557161827622;0.279957886261233
6.6;0.220934314298742;0.250792491247781;0.205622574962282;0.133029406833994;0.197530557447229;0.146913167649668;0.08553165065561;0.281601079585281
6.7;0.224463410514819;0.253393187308434;0.209182618794571;0.138278775246564;0.201097037868033;0.148104492857052;0.086474248017462;0.283190318483088
6.80000000000001;0.227884764103341;0.25590852712903;0.212665966323588;0.14352859513541;0.204598631073214;0.14925677978263;0.087386571504395;0.28472737404479
6.90000000000001;0.231202723084301;0.258341307823605;0.216071054172671;0.148768627918735;0.208020553161564;0.150371775144656;0.088269294369162;0.286213959290217
7.00000000000001;0.234418701995087;0.260694229094071;0.219395741925174;0.153980502640414;0.211390782350842;0.151449876281911;0.08912329159162;0.287651731168295
