Cretlog;1;2;3;4;5;6;7;8
1.8;0.030760211093294;0.047740155863988;0.050581152523169;0.030195160430024;0.030526036409972;0.06820277806383;0.021632398255025;0.215524176073905
1.9;0.035133008145557;0.055695629395655;0.055215184304501;0.032688026039969;0.034126489496469;0.073956847811167;0.024264940051762;0.22645271215908
2;0.039854429274527;0.064399829621501;0.060072379257895;0.035292497628847;0.038107938319739;0.079816907327647;0.027027173594064;0.237347028396857
2.1;0.045125470084834;0.073799037134445;0.065218930735491;0.037904706810612;0.042329510074127;0.085662352724747;0.02994799608679;0.248222550495754
2.2;0.050690923584071;0.08378558287872;0.070611959148037;0.040546183512605;0.046892241510385;0.091630985036647;0.032993832512005;0.259008401438421
2.3;0.056745894417849;0.094201124998328;0.076267994694718;0.043226713878528;0.051639951556796;0.097659414587526;0.036092642860613;0.269695690330277
2.4;0.063197665706651;0.105108718014545;0.082080390883042;0.045942978894482;0.056887783036146;0.103737005785448;0.039353126079349;0.280274501478416
2.5;0.069863910184243;0.116346216229065;0.088150839875858;0.04868318084078;0.06234768900758;0.10982998718523;0.04279602161151;0.290725458117778
2.6;0.076948066151715;0.127880640350716;0.09439506860353;0.051432417630475;0.068098044761396;0.115889617891175;0.046166423529467;0.301044704734812
2.7;0.084398646969959;0.139542464633639;0.100899711115108;0.054197330242258;0.074222813792065;0.121988066459983;0.049655195792345;0.311221133012001
2.8;0.092126856819627;0.15135235068947;0.107638515959078;0.056964970576625;0.08058429381299;0.128039724400912;0.053193722624755;0.321252170670318
2.9;0.100150633846854;0.163195779016412;0.114546022763194;0.059765422707654;0.087193627792165;0.134060469968716;0.056824681726033;0.33112868128703
3;0.108460064575663;0.175040038622068;0.121612673640144;0.062553574749661;0.094124064511765;0.140055276726899;0.060440017543589;0.340856280920082
3.1;0.117065074251487;0.186877623487939;0.128883615516891;0.065353014061996;0.101313452774188;0.14598693166549;0.064082795380042;0.350431139574637
3.2;0.125942110172733;0.198637611911632;0.136361694078813;0.068172071046334;0.108720350621146;0.151870529227744;0.067767375344713;0.359854830912675
3.3;0.135009561189963;0.210305685081051;0.143983080394804;0.071038573446512;0.116377499579606;0.157685655924829;0.07146436189564;0.369127839534386
3.4;0.144361167837417;0.221857146462165;0.151741793805166;0.073975171460782;0.124247886286607;0.163446286916427;0.075127783079035;0.378249139682198
3.5;0.153797081795245;0.233279324679946;0.159691871174808;0.07695507807576;0.132328982959216;0.169136009397226;0.078821500856487;0.387222619983198
3.6;0.163419394177793;0.244563513329073;0.167730083013358;0.079957019357496;0.140626181068815;0.174749843289921;0.08249377243425;0.396049151740029
3.7;0.173223554913588;0.255691624551641;0.175897315786626;0.083081568555769;0.149043507274867;0.18028982068149;0.086152586639271;0.404731887057059
3.8;0.183177832084984;0.266661883722982;0.184166824142907;0.086273114833843;0.157673621810078;0.185754628042114;0.089782785879326;0.413271973287198
3.9;0.193196319540744;0.277466406420512;0.192536446267878;0.089645064781366;0.166399854737229;0.191142152812771;0.093382053761183;0.42167242229823
4;0.203285330525299;0.288109247208286;0.201048068728494;0.093133803807232;0.17523879872203;0.19645025583699;0.096962339611632;0.429935670237117
4.1;0.213444578093919;0.2985795662949;0.209574415143223;0.096817984629695;0.184181909559966;0.201678518865484;0.100499109915915;0.438064787156261
4.2;0.223643157180975;0.308880978419854;0.218220129273374;0.100755479058216;0.193202606991322;0.206831648168254;0.104003983658148;0.446062153156792
4.3;0.233839837665585;0.319012954946912;0.226922582355943;0.104865757276591;0.202277017996782;0.211900878973257;0.10746818756764;0.453930638082138
4.4;0.244028595038474;0.328976718271864;0.235626531113598;0.10924833215677;0.211393505215445;0.216893812188137;0.110896573025598;0.461672785587365
4.5;0.254224848182563;0.33877250384491;0.244422958589216;0.113869635146975;0.220539022836576;0.221808014911051;0.114270932527422;0.469291379488787
4.6;0.264369920160068;0.348403272387548;0.253207812331413;0.118807653803739;0.2296900302875;0.226646164072792;0.117604759886974;0.476789011865863
4.7;0.274468090324254;0.35787221988529;0.262047925069239;0.124088073746191;0.238840604965003;0.231409189695578;0.120884456765588;0.484168248826745
4.8;0.284517646088749;0.36718029836915;0.27086521694369;0.129657107736003;0.247938866396437;0.236094776276129;0.124120848544959;0.491431652933803
4.9;0.29447814968608;0.376331032373688;0.279674280327268;0.135612056257296;0.257016938175527;0.240705082461951;0.127306952658812;0.498581702929816
5;0.304372333974753;0.38532791437104;0.288504717050945;0.142016292467719;0.266065519377607;0.245243443147743;0.13044314731153;0.505620808755046
5.1;0.314137383991739;0.394173264921737;0.297344857844957;0.148749446601454;0.275034848540131;0.249710631991182;0.13353639434264;0.512551338667291
5.2;0.32383061546394;0.402870549229887;0.306137315320423;0.155833956352486;0.283934130728837;0.254104569213786;0.13658247776031;0.51937554059111
5.3;0.333415401184149;0.41142305294526;0.314910779466588;0.163410522163368;0.292781965139441;0.258430517545828;0.139577245592928;0.526095657179308
5.4;0.342888510197006;0.419833805626768;0.323629902266418;0.171211448271875;0.301557618854834;0.262690395480974;0.142529668672374;0.532713821104
5.5;0.352254868141093;0.428106049086205;0.332312706523123;0.179433150762166;0.31024974835952;0.266882509241841;0.145433716071351;0.539232117932999
5.6;0.361495453740452;0.436242850828187;0.340956061537579;0.187979223695914;0.318864442316655;0.271008710297465;0.148293326403436;0.545652562396067
5.7;0.37060790461244;0.444247343425699;0.349503369893452;0.196787104280579;0.327443416174425;0.275070762677638;0.15110969412835;0.551977098748541
5.8;0.379611036113255;0.452122519726792;0.358014826040562;0.205904203915224;0.335921508551984;0.27906998858182;0.153881135144052;0.558207617609822
5.9;0.388468933614063;0.459871327961941;0.366453143578295;0.21520860204652;0.344308604046908;0.283008763705181;0.156608125127739;0.564345941552666
6;0.397209973727793;0.467496636080112;0.374848949239744;0.224721596565146;0.352652850676735;0.286885780589861;0.159291615065365;0.570393838023893
6.1;0.405811674110629;0.475001220227082;0.383131633010957;0.234431825941172;0.360919423316538;0.290704606929416;0.161933354975451;0.576353016648086
6.2;0.41429370884217;0.482387815066409;0.391355192096035;0.244229778542237;0.369120803146188;0.294464488875981;0.164533707648613;0.582225135157664
6.3;0.422645116035723;0.489659038374596;0.399519977434995;0.254147590526909;0.377238497782123;0.298168333175024;0.167093064679804;0.588011792158341
6.4;0.4308697359664;0.496817409641405;0.407584997131955;0.264133254222111;0.385308255406907;0.301816342086959;0.169612634050666;0.59371454285497
6.50000000000001;0.438965205563283;0.503865404280467;0.415579704501242;0.274130023001603;0.393293059333648;0.305409927044724;0.172093190934742;0.599334891152815
6.6;0.44693999572688;0.510805380142801;0.423488619375602;0.284136494661576;0.401192675876767;0.308949546628156;0.174535453454204;0.604874296022975
6.7;0.454790137766506;0.517639637586753;0.431298711115358;0.294129225098729;0.409067296597449;0.312437084520066;0.176940334690251;0.610334172101337
6.80000000000001;0.462518609105596;0.524370387190085;0.439028820575343;0.30409285797961;0.416866208764438;0.315873757218888;0.179308420013536;0.615715893132061
6.90000000000001;0.470129072699204;0.530999765393999;0.446680563475902;0.313961743410782;0.424605535582625;0.31925908554944;0.181640540519799;0.62102079236224
7.00000000000001;0.477620680333675;0.537529833625828;0.454220772491564;0.323757540157071;0.432308166250551;0.322594692488859;0.183937215040866;0.626250165359149
